742,Veterinary Services
763,Agricultural Co-operatives
780,"Horticultural Services, Landscaping Services"
1520,General Contractors-Residential and Commercial
1711,"Air Conditioning Contractors - Sales and Installation, Heating Contractors - Sales, Service, Installation"
1731,Electrical Contractors
1740,"Insulation - Contractors, Masonry, Stonework Contractors, Plastering Contractors, Stonework and Masonry Contractors, Tile Settings Contractors"
1750,Carpentry Contractors
1761,"Roofing - Contractors, Sheet Metal Work - Contractors, Siding - Contractors"
1771,Contractors - Concrete Work
1799,"Contractors - Special Trade, Not Elsewhere Classified"
2741,Miscellaneous Publishing and Printing
2791,"Typesetting, Plate Making, & Related Services"
2842,"Specialty Cleaning, Polishing, and Sanitation Preparations"
3000,UNITED AIRLINES
3001,AMERICAN AIRLINES
3002,PAN AMERICAN
3003,Airlines
3004,TRANS WORLD AIRLINES
3005,BRITISH AIRWAYS
3006,JAPAN AIRLINES
3007,AIR FRANCE
3008,LUFTHANSA
3009,AIR CANADA
3010,KLM (ROYAL DUTCH AIRLINES)
3011,AEORFLOT
3012,QANTAS
3013,ALITALIA
3014,SAUDIA ARABIAN AIRLINES
3015,SWISSAIR
3016,SAS
3017,SOUTH AFRICAN AIRWAYS
3018,VARIG (BRAZIL)
3019,Airlines
3020,AIR-INDIA
3021,AIR ALGERIE
3022,PHILIPPINE AIRLINES
3023,MEXICANA
3024,PAKISTAN INTERNATIONAL
3025,AIR NEW ZEALAND
3026,Airlines
3027,UTA/INTERAIR
3028,AIR MALTA
3029,SABENA
3030,AEROLINEAS ARGENTINAS
3031,OLYMPIC AIRWAYS
3032,EL AL
3033,ANSETT AIRLINES
3034,AUSTRAINLIAN AIRLINES
3035,TAP (PORTUGAL)
3036,VASP (BRAZIL)
3037,EGYPTAIR
3038,KUWAIT AIRLINES
3039,AVIANCA
3040,GULF AIR (BAHRAIN)
3041,BALKAN-BULGARIAN AIRLINES
3042,FINNAIR
3043,AER LINGUS
3044,AIR LANKA
3045,NIGERIA AIRWAYS
3046,CRUZEIRO DO SUL (BRAZIJ)
3047,THY (TURKEY)
3048,ROYAL AIR MAROC
3049,TUNIS AIR
3050,ICELANDAIR
3051,AUSTRIAN AIRLINES
3052,LANCHILE
3053,AVIACO (SPAIN)
3054,LADECO (CHILE)
3055,LAB (BOLIVIA)
3056,QUEBECAIRE
3057,EASTWEST AIRLINES (AUSTRALIA)
3058,DELTA
3059,Airlines
3060,NORTHWEST
3061,CONTINENTAL
3062,WESTERN
3063,US AIR
3064,Airlines
3065,AIRINTER
3066,SOUTHWEST
3067,Airlines
3068,Airlines
3069,SUN COUNTRY AIRLINES
3070,Airlines
3071,AIR BRITISH COLUBIA
3072,Airlines
3073,Airlines
3074,Airlines
3075,SINGAPORE AIRLINES
3076,AEROMEXICO
3077,THAI AIRWAYS
3078,CHINA AIRLINES
3079,Airlines
3080,Airlines
3081,NORDAIR
3082,KOREAN AIRLINES
3083,AIR AFRIGUE
3084,EVA AIRLINES
3085,"MIDWEST EXPRESS AIRLINES, INC."
3086,Airlines
3087,METRO AIRLINES
3088,CROATIA AIRLINES
3089,TRANSAERO
3090,Airlines
3091,Airlines
3092,Airlines
3093,Airlines
3094,ZAMBIA AIRWAYS
3095,Airlines
3096,AIR ZIMBABWE
3097,Airlines
3098,Airlines
3099,CATHAY PACIFIC
3100,MALAYSIAN AIRLINE SYSTEM
3101,Airlines
3102,IBERIA
3103,GARUDA (INDONESIA)
3104,Airlines
3105,Airlines
3106,BRAATHENS S.A.F.E. (NORWAY)
3107,Airlines
3108,Airlines
3109,Airlines
3110,WINGS AIRWAYS
3111,BRITISH MIDLAND
3112,WINDWARD ISLAND
3113,Airlines
3114,Airlines
3115,Airlines
3116,Airlines
3117,VIASA
3118,VALLEY AIRLINES
3119,Airlines
3120,Airlines
3121,Airlines
3122,Airlines
3123,Airlines
3124,Airlines
3125,TAN
3126,TALAIR
3127,TACA INTERNATIONAL
3128,Airlines
3129,SURINAM AIRWAYS
3130,SUN WORLD INTERNATIONAL
3131,Airlines
3132,Airlines
3133,SUNBELT AIRLINES
3134,Airlines
3135,SUDAN AIRWAYS
3136,Airlines
3137,SINGLETON
3138,SIMMONS AIRLINES
3139,Airlines
3140,Airlines
3141,Airlines
3142,Airlines
3143,SCENIC AIRLINES
3144,VIRGIN ATLANTIC
3145,SAN JUAN AIRLINES
3146,LUXAIR
3147,Airlines
3148,Airlines
3149,Airlines
3150,Airlines
3151,AIR ZAIRE
3152,Airlines
3153,Airlines
3154,PRINCEVILLE
3155,Airlines
3156,Airlines
3157,Airlines
3158,Airlines
3159,PBA
3160,Airlines
3161,ALL NIPPON AIRWAYS
3162,Airlines
3163,Airlines
3164,NORONTAIR
3165,NEW YORK HELICOPTER
3166,Airlines
3167,Airlines
3168,Airlines
3169,Airlines
3170,NOUNT COOK
3171,CANADIAN AIRLINES INTERNATIONAL
3172,NATIONAIR
3173,Airlines
3174,Airlines
3175,Airlines
3176,METROFLIGHT AIRLINES
3177,Airlines
3178,MESA AIR
3179,Airlines
3180,Airlines
3181,MALEV
3182,LOT (POLAND)
3183,Airlines
3184,LIAT
3185,LAV (VENEZUELA)
3186,LAP (PARAGUAY)
3187,LACSA (COSTA RICA)
3188,Airlines
3189,Airlines
3190,JUGOSLAV AIR
3191,ISLAND AIRLINES
3192,IRAN AIR
3193,INDIAN AIRLINES
3194,Airlines
3195,Airlines
3196,HAWAIIAN AIR
3197,HAVASU AIRLINES
3198,Airlines
3199,Airlines
3200,FUYANA AIRWAYS
3201,Airlines
3202,Airlines
3203,GOLDEN PACIFIC AIR
3204,FREEDOM AIR
3205,Airlines
3206,Airlines
3207,Airlines
3208,Airlines
3209,Airlines
3210,Airlines
3211,Airlines
3212,DOMINICANA
3213,Airlines
3214,Airlines
3215,DAN AIR SERVICES
3216,CUMBERLAND AIRLINES
3217,CSA
3218,CROWN AIR
3219,COPA
3220,COMPANIA FAUCETT
3221,TRANSPORTES AEROS MILITARES ECCUATORANOS
3222,COMMAND AIRWAYS
3223,COMAIR
3224,Airlines
3225,Airlines
3226,Airlines
3227,Airlines
3228,CAYMAN AIRWAYS
3229,SAETA SOCIAEDAD ECUATORIANOS DE TRANSPORTES AEREOS
3230,Airlines
3231,SASHA SERVICIO AERO DE HONDURAS
3232,Airlines
3233,CAPITOL AIR
3234,BWIA
3235,BROKWAY AIR
3236,Airlines
3237,Airlines
3238,BEMIDJI AIRLINES
3239,BAR HARBOR AIRLINES
3240,BAHAMASAIR
3241,AVIATECA (GUATEMALA)
3242,AVENSA
3243,AUSTRIAN AIR SERVICE
3244,Airlines
3245,Airlines
3246,Airlines
3247,Airlines
3248,Airlines
3249,Airlines
3250,Airlines
3251,ALOHA AIRLINES
3252,ALM
3253,AMERICA WEST
3254,TRUMP AIRLINE
3255,Airlines
3256,ALASKA AIRLINES
3257,Airlines
3258,Airlines
3259,AMERICAN TRANS AIR
3260,Airlines
3261,AIR CHINA
3262,"RENO AIR, INC."
3263,Airlines
3264,Airlines
3265,Airlines
3266,AIR SEYCHELLES
3267,AIR PANAMA
3268,Airlines
3269,Airlines
3270,Airlines
3271,Airlines
3272,Airlines
3273,Airlines
3274,Airlines
3275,Airlines
3276,Airlines
3277,Airlines
3278,Airlines
3279,Airlines
3280,AIR JAMAICA
3281,Airlines
3282,AIR DJIBOUTI
3283,Airlines
3284,AERO VIRGIN ISLANDS
3285,AERO PERU
3286,AEROLINEAS NICARAGUENSIS
3287,AERO COACH AVAIATION
3288,Airlines
3289,Airlines
3290,Airlines
3291,ARIANA AFGHAN
3292,CYPRUS AIRWAYS
3293,ECUATORIANA
3294,ETHIOPIAN AIRLINES
3295,KENYA AIRLINES
3296,Airlines
3297,Airlines
3298,AIR MAURITIUS
3299,WIDEROâ€™S FLYVESELSKAP
3351,AFFILIATED AUTO RENTAL
3352,AMERICAN INTL RENT-A-CAR
3353,BROOKS RENT-A-CAR
3354,ACTION AUTO RENTAL
3355,Car Rental
3356,Car Rental
3357,HERTZ RENT-A-CAR
3358,Car Rental
3359,PAYLESS CAR RENTAL
3360,SNAPPY CAR RENTAL
3361,AIRWAYS RENT-A-CAR
3362,ALTRA AUTO RENTAL
3363,Car Rental
3364,AGENCY RENT-A-CAR
3365,Car Rental
3366,BUDGET RENT-A-CAR
3367,Car Rental
3368,HOLIDAY RENT-A-WRECK
3369,Car Rental
3370,RENT-A-WRECK
3371,Car Rental
3372,Car Rental
3373,Car Rental
3374,Car Rental
3375,Car Rental
3376,AJAX RENT-A-CAR
3377,Car Rental
3378,Car Rental
3379,Car Rental
3380,Car Rental
3381,EUROP CAR
3382,Car Rental
3383,Car Rental
3384,Car Rental
3385,TROPICAL RENT-A-CAR
3386,SHOWCASE RENTAL CARS
3387,ALAMO RENT-A-CAR
3388,Car Rental
3389,AVIS RENT-A-CAR
3390,DOLLAR RENT-A-CAR
3391,EUROPE BY CAR
3392,Car Rental
3393,NATIONAL CAR RENTAL
3394,KEMWELL GROUP RENT-A-CAR
3395,THRIFTY RENT-A-CAR
3396,TILDEN TENT-A-CAR
3397,Car Rental
3398,ECONO-CAR RENT-A-CAR
3399,Car Rental
3400,AUTO HOST COST CAR RENTALS
3401,Car Rental
3402,Car Rental
3403,Car Rental
3404,Car Rental
3405,ENTERPRISE RENT-A-CAR
3406,Car Rental
3407,Car Rental
3408,Car Rental
3409,GENERAL RENT-A-CAR
3410,Car Rental
3411,Car Rental
3412,A-1 RENT-A-CAR
3413,Car Rental
3414,GODFREY NATL RENT-A-CAR
3415,Car Rental
3416,Car Rental
3417,Car Rental
3418,Car Rental
3419,ALPHA RENT-A-CAR
3420,ANSA INTL RENT-A-CAR
3421,ALLSTAE RENT-A-CAR
3422,Car Rental
3423,AVCAR RENT-A-CAR
3424,Car Rental
3425,AUTOMATE RENT-A-CAR
3426,Car Rental
3427,AVON RENT-A-CAR
3428,CAREY RENT-A-CAR
3429,INSURANCE RENT-A-CAR
3430,MAJOR RENT-A-CAR
3431,REPLACEMENT RENT-A-CAR
3432,RESERVE RENT-A-CAR
3433,UGLY DUCKLING RENT-A-CAR
3434,USA RENT-A-CAR
3435,VALUE RENT-A-CAR
3436,AUTOHANSA RENT-A-CAR
3437,CITE RENT-A-CAR
3438,INTERENT RENT-A-CAR
3439,MILLEVILLE RENT-A-CAR
3440,VIA ROUTE RENT-A-CAR
3441,Car Rental
3501,"HOLIDAY INNS, HOLIDAY INN EXPRESS"
3502,BEST WESTERN HOTELS
3503,SHERATON HOTELS
3504,HILTON HOTELS
3505,FORTE HOTELS
3506,GOLDEN TULIP HOTELS
3507,FRIENDSHIP INNS
3508,"QUALITY INNS, QUALITY SUITES"
3509,MARRIOTT HOTELS
3510,"DAYS INN, DAYSTOP"
3511,ARABELLA HOTELS
3512,INTER-CONTINENTAL HOTELS
3513,WESTIN HOTELS
3514,Hotels/Motels/Inns/Resorts
3515,RODEWAY INNS
3516,LA QUINTA MOTOR INNS
3517,AMERICANA HOTELS
3518,SOL HOTELS
3519,PULLMAN INTERNATIONAL HOTELS
3520,MERIDIEN HOTELS
3521,CREST HOTELS (see FORTE HOTELS)
3522,TOKYO HOTEL
3523,PENNSULA HOTEL
3524,WELCOMGROUP HOTELS
3525,DUNFEY HOTELS
3526,Hotels/Motels/Inns/Resorts
